Locality,Property_Type,BHK,Bathrooms,Balconies,Area_SqFt,Age_Years,Floor_No,Total_Floors,Furnishing,Parking_Spaces,Distance_From_Metro_KM,Price_INR
Paschim Vihar,Apartment,5,3,1,1264.3,29,6,10,Unfurnished,0,1.24,10344000.0
Pitampura,Independent House,1,1,1,1200.0,17,2,8,Semi-Furnished,0,0.61,6002000.0
Golf Links,Apartment,3,2,1,912.9,31,9,18,Unfurnished,2,0.17,16968000.0
Paschim Vihar,Apartment,4,3,2,1020.4,10,12,21,Semi-Furnished,0,2.48,9573000.0
Vasant Vihar,Builder Floor,4,3,1,1798.0,2,9,10,Semi-Furnished,1,0.25,32188000.0
Paschim Vihar,Villa,3,2,0,3251.0,15,8,14,Unfurnished,1,0.27,32376000.0
Shahdara,Independent House,2,2,2,2119.0,30,10,18,Unfurnished,1,1.84,10858000.0
Janakpuri,Apartment,4,3,1,1228.1,3,3,6,Semi-Furnished,2,0.61,10891000.0
Golf Links,Builder Floor,4,4,3,1117.1,27,5,13,Semi-Furnished,0,0.35,21617000.0
Uttam Nagar,Apartment,2,2,2,932.5,35,3,7,Unfurnished,0,2.21,4214000.0
Vikaspuri,Apartment,2,2,3,1382.7,4,4,10,Unfurnished,1,1.04,11042000.0
Janakpuri,Apartment,4,3,1,1229.9,27,7,10,Semi-Furnished,2,0.42,8954000.0
Vikaspuri,Builder Floor,2,2,3,1653.6,23,14,20,Unfurnished,1,2.72,11149000.0
Vasant Vihar,Apartment,4,4,2,1104.1,19,0,7,Unfurnished,2,0.27,21278000.0
Model Town,Apartment,2,2,3,1745.1,1,5,7,Fully-Furnished,1,0.47,18810000.0
Karol Bagh,Apartment,4,4,3,1409.2,4,14,15,Unfurnished,1,3.38,15043000.0
Pitampura,Builder Floor,2,2,2,1623.4,35,0,7,Unfurnished,1,0.53,8102000.0
Rohini,Apartment,2,2,1,1060.8,15,12,14,Unfurnished,1,11.51,5298000.0
Greater Kailash,Villa,2,2,2,3104.6,16,14,18,Semi-Furnished,2,5.12,44716000.0
Vikaspuri,Apartment,4,4,2,832.6,26,12,15,Semi-Furnished,2,1.72,6269000.0
Greater Kailash,Apartment,3,2,0,808.3,26,2,11,Unfurnished,0,3.04,11692000.0
Vikaspuri,Builder Floor,2,2,1,2043.0,27,10,17,Semi-Furnished,1,2.37,12355000.0
Uttam Nagar,Independent House,2,2,1,2176.9,9,2,8,Semi-Furnished,1,4.28,10414000.0
Golf Links,Apartment,5,2,0,1339.2,21,6,10,Fully-Furnished,0,0.47,28792000.0
Pitampura,Apartment,2,2,2,1354.3,24,0,3,Unfurnished,1,0.36,8131000.0
Uttam Nagar,Apartment,2,2,0,1166.3,0,8,16,Semi-Furnished,2,4.22,5669000.0
Shahdara,Apartment,2,2,1,1464.5,16,12,13,Unfurnished,1,1.52,8411000.0
Golf Links,Independent House,2,2,0,2694.4,2,6,13,Unfurnished,0,1.35,55332000.0
Hauz Khas,Builder Floor,2,2,0,1303.2,14,5,6,Semi-Furnished,1,0.44,18725000.0
Najafgarh,Independent House,1,1,2,1713.6,24,3,9,Unfurnished,0,0.77,6408000.0
Vasant Vihar,Apartment,1,1,2,1314.7,22,6,15,Unfurnished,0,1.88,17558000.0
Mayur Vihar,Independent House,3,3,1,1720.6,12,4,10,Unfurnished,1,1.36,9130000.0
Lajpat Nagar,Villa,2,2,1,3475.7,16,3,9,Fully-Furnished,1,0.2,44972000.0
Model Town,Apartment,3,3,1,1635.4,1,8,12,Fully-Furnished,1,2.42,20963000.0
Vikaspuri,Independent House,2,2,2,2406.8,39,10,16,Unfurnished,2,3.26,14694000.0
Karol Bagh,Apartment,3,2,1,1184.0,34,1,9,Fully-Furnished,1,2.67,8335000.0
Najafgarh,Apartment,3,3,0,886.8,3,0,5,Fully-Furnished,1,0.94,4831000.0
Pitampura,Builder Floor,2,2,1,1341.8,36,4,12,Unfurnished,2,8.92,7299000.0
Pitampura,Apartment,2,2,1,1143.0,19,4,6,Semi-Furnished,1,0.43,6668000.0
Shahdara,Apartment,1,1,3,606.1,5,14,23,Unfurnished,1,2.04,3071000.0
Mayur Vihar,Independent House,3,3,1,1552.2,17,9,17,Semi-Furnished,1,0.54,10659000.0
Rohini,Builder Floor,2,2,2,1498.6,20,12,21,Semi-Furnished,1,2.48,8407000.0
Mayur Vihar,Independent House,4,3,0,2497.4,30,4,12,Unfurnished,0,4.23,16399000.0
Janakpuri,Builder Floor,4,4,2,1758.8,32,6,10,Fully-Furnished,1,1.78,16120000.0
Chattarpur,Independent House,2,2,1,1908.4,17,11,17,Unfurnished,1,8.91,11627000.0
Najafgarh,Apartment,2,2,1,1177.2,32,0,8,Semi-Furnished,1,1.13,3513000.0
Model Town,Independent House,3,3,2,2387.4,24,8,11,Fully-Furnished,1,0.43,28120000.0
Shahdara,Builder Floor,1,1,2,1145.5,12,14,23,Unfurnished,0,0.85,5112000.0
Lajpat Nagar,Apartment,4,2,1,1388.1,28,6,15,Semi-Furnished,0,0.43,13749000.0
Hauz Khas,Builder Floor,3,3,0,1195.9,12,1,10,Unfurnished,1,5.22,14477000.0
Paschim Vihar,Independent House,2,2,0,2054.5,3,6,7,Fully-Furnished,0,2.3,17030000.0
Mayur Vihar,Apartment,5,3,0,1240.3,4,5,13,Semi-Furnished,0,2.06,11047000.0
Uttam Nagar,Apartment,3,3,0,1476.8,18,10,12,Semi-Furnished,2,0.61,7935000.0
Vikaspuri,Apartment,1,1,2,1149.5,3,13,14,Semi-Furnished,0,0.84,8671000.0
Rohini,Builder Floor,5,2,2,1256.6,33,5,9,Unfurnished,2,1.09,8226000.0
Golf Links,Apartment,2,2,2,1051.7,7,11,19,Unfurnished,1,2.84,22329000.0
Saket,Apartment,2,2,2,852.1,31,11,13,Unfurnished,1,3.02,7337000.0
Mayur Vihar,Apartment,5,3,3,930.2,1,2,4,Semi-Furnished,1,1.26,9334000.0
Shahdara,Builder Floor,3,3,3,1751.9,34,0,8,Fully-Furnished,1,5.22,9184000.0
Saket,Independent House,2,2,1,2187.4,39,4,8,Fully-Furnished,1,0.08,24301000.0
Defence Colony,Builder Floor,4,4,2,1056.3,2,14,15,Semi-Furnished,1,0.12,18321000.0
Saket,Villa,3,3,0,2071.5,36,6,12,Unfurnished,2,0.51,26598000.0
Najafgarh,Apartment,3,3,2,1432.5,30,0,3,Semi-Furnished,1,0.73,4929000.0
Lajpat Nagar,Apartment,5,5,3,1036.8,31,0,1,Unfurnished,0,0.37,12790000.0
Saket,Builder Floor,4,3,3,1653.8,18,12,17,Unfurnished,1,0.29,24567000.0
Paschim Vihar,Builder Floor,3,2,1,1443.7,28,0,2,Semi-Furnished,1,0.33,9924000.0
Golf Links,Apartment,2,2,0,883.2,12,1,7,Unfurnished,1,3.19,15126000.0
Rohini,Builder Floor,3,3,1,1232.9,27,3,7,Semi-Furnished,0,0.94,6646000.0
Paschim Vihar,Villa,3,3,2,2846.2,8,3,5,Unfurnished,2,0.91,29728000.0
Chattarpur,Independent House,3,3,0,2132.5,23,7,12,Fully-Furnished,1,0.61,16882000.0
Karol Bagh,Builder Floor,3,3,2,1088.7,16,0,4,Semi-Furnished,0,1.06,11516000.0
Janakpuri,Apartment,4,3,3,1083.8,7,11,20,Semi-Furnished,2,1.23,12017000.0
Chattarpur,Builder Floor,4,3,0,1560.4,14,0,6,Unfurnished,1,5.43,11394000.0
Mayur Vihar,Builder Floor,2,2,2,1589.4,6,5,11,Unfurnished,0,0.42,9871000.0
Greater Kailash,Builder Floor,2,2,0,424.9,33,8,16,Fully-Furnished,1,2.7,6599000.0
Chattarpur,Apartment,3,3,0,1348.3,28,13,19,Unfurnished,1,1.77,8447000.0
Janakpuri,Apartment,3,2,2,760.1,39,2,7,Unfurnished,0,0.91,4341000.0
Dwarka,Apartment,2,2,1,913.5,20,9,16,Semi-Furnished,1,0.98,6082000.0
Najafgarh,Independent House,4,3,3,1857.4,33,14,19,Unfurnished,1,1.86,8302000.0
Najafgarh,Apartment,2,2,0,1118.6,6,8,17,Unfurnished,2,3.19,4432000.0
Saket,Apartment,2,2,2,906.6,35,9,17,Unfurnished,0,0.97,6715000.0
Paschim Vihar,Builder Floor,3,2,2,906.3,12,12,15,Semi-Furnished,1,1.95,7914000.0
Hauz Khas,Builder Floor,2,2,1,1541.9,24,10,11,Semi-Furnished,1,12.15,15948000.0
Greater Kailash,Builder Floor,2,2,0,1713.7,38,5,12,Semi-Furnished,0,2.56,17000000.0
Model Town,Apartment,4,2,0,1381.7,21,13,20,Unfurnished,2,0.8,12800000.0
Golf Links,Builder Floor,4,3,1,1970.7,10,6,15,Fully-Furnished,0,3.61,41039000.0
Model Town,Independent House,3,2,1,2084.4,6,12,20,Semi-Furnished,2,3.29,23846000.0
Lajpat Nagar,Builder Floor,3,3,0,1263.0,35,10,12,Unfurnished,1,0.81,9664000.0
Najafgarh,Independent House,3,3,2,1932.4,27,4,13,Fully-Furnished,0,0.91,10119000.0
Saket,Apartment,2,2,1,1138.4,22,14,17,Fully-Furnished,1,2.68,12966000.0
Janakpuri,Apartment,3,3,1,1330.6,30,0,1,Semi-Furnished,1,2.77,9000000.0
Hauz Khas,Builder Floor,1,1,0,1727.6,10,14,22,Fully-Furnished,2,1.14,22351000.0
Golf Links,Builder Floor,1,1,0,1427.8,17,1,3,Unfurnished,0,2.07,19347000.0
Lajpat Nagar,Apartment,4,4,1,635.3,21,2,7,Unfurnished,1,1.71,5707000.0
Hauz Khas,Builder Floor,2,2,3,869.8,11,0,8,Semi-Furnished,1,0.38,10327000.0
Vikaspuri,Builder Floor,3,3,2,1642.8,11,5,6,Unfurnished,1,0.03,12836000.0
Karol Bagh,Apartment,3,3,2,1149.8,11,12,17,Unfurnished,0,2.63,10973000.0
Dwarka,Apartment,3,2,3,448.9,33,6,10,Unfurnished,1,6.78,2523000.0
Pitampura,Builder Floor,3,2,1,1227.8,37,6,8,Unfurnished,1,1.34,6563000.0
Janakpuri,Builder Floor,1,1,2,1249.5,17,6,14,Semi-Furnished,1,2.65,8371000.0
Karol Bagh,Apartment,3,3,2,1112.0,33,2,9,Fully-Furnished,1,1.35,10706000.0
Paschim Vihar,Builder Floor,2,2,2,1300.5,37,12,19,Semi-Furnished,1,15.0,7073000.0
Vikaspuri,Independent House,2,2,0,2910.4,22,9,16,Semi-Furnished,0,0.58,22678000.0
Dwarka,Independent House,4,3,0,1772.0,15,11,13,Unfurnished,1,2.55,15013000.0
Paschim Vihar,Builder Floor,1,1,3,1366.0,35,6,10,Semi-Furnished,0,0.55,8067000.0
Saket,Apartment,2,2,1,1193.5,23,9,11,Fully-Furnished,1,3.88,13411000.0
Rohini,Independent House,2,2,1,1853.8,20,11,15,Fully-Furnished,1,0.17,10744000.0
Greater Kailash,Apartment,3,3,0,1195.9,27,10,17,Unfurnished,0,1.05,16523000.0
Janakpuri,Builder Floor,1,1,0,1336.1,36,1,6,Unfurnished,0,0.6,6485000.0
Chattarpur,Builder Floor,3,2,2,1710.6,27,7,11,Semi-Furnished,0,0.31,8934000.0
Defence Colony,Apartment,2,2,0,1533.2,26,7,9,Unfurnished,1,4.96,20647000.0
Vikaspuri,Builder Floor,2,2,0,1793.4,3,13,17,Unfurnished,1,1.02,10909000.0
Hauz Khas,Builder Floor,4,4,3,1025.4,19,11,18,Semi-Furnished,2,5.85,14233000.0
Vikaspuri,Villa,5,2,1,3667.4,16,2,9,Fully-Furnished,1,3.71,34919000.0
Najafgarh,Apartment,3,3,2,1119.1,38,6,8,Semi-Furnished,0,4.8,3831000.0
Karol Bagh,Apartment,3,3,0,1076.6,25,13,15,Unfurnished,2,1.51,8977000.0
Saket,Builder Floor,1,1,0,1599.4,15,4,8,Unfurnished,1,6.16,15054000.0
Najafgarh,Apartment,4,3,1,989.2,33,12,18,Fully-Furnished,1,1.39,4747000.0
Janakpuri,Apartment,2,2,2,1155.0,37,7,13,Unfurnished,1,3.47,7764000.0
Shahdara,Builder Floor,2,2,1,1563.9,18,7,10,Semi-Furnished,1,1.97,8160000.0
Lajpat Nagar,Apartment,2,2,1,1836.5,16,11,12,Unfurnished,0,8.0,14449000.0
Chattarpur,Apartment,3,2,1,1113.2,14,12,14,Semi-Furnished,0,1.81,8144000.0
Vasant Vihar,Apartment,1,1,0,1277.8,17,0,4,Fully-Furnished,0,1.22,20851000.0
Najafgarh,Apartment,2,2,2,936.6,16,5,7,Semi-Furnished,1,2.65,4267000.0
Uttam Nagar,Independent House,3,3,2,2520.6,21,4,11,Unfurnished,0,6.37,8964000.0
Golf Links,Apartment,5,5,1,1552.3,14,2,8,Semi-Furnished,1,0.57,33662000.0
Greater Kailash,Apartment,3,2,1,997.5,9,12,18,Fully-Furnished,0,0.36,18215000.0
Model Town,Apartment,3,3,2,1134.3,35,5,12,Semi-Furnished,1,0.3,11228000.0
Vikaspuri,Builder Floor,3,2,2,1209.9,13,9,13,Fully-Furnished,0,6.13,9643000.0
Janakpuri,Builder Floor,3,2,1,893.2,8,12,19,Unfurnished,1,2.31,6484000.0
Uttam Nagar,Apartment,2,2,0,1045.0,36,2,11,Fully-Furnished,0,0.53,4472000.0
Vikaspuri,Apartment,2,2,1,651.3,35,5,12,Unfurnished,1,0.84,2884000.0
Uttam Nagar,Independent House,3,3,3,2196.0,1,14,21,Semi-Furnished,0,2.01,13549000.0
Karol Bagh,Apartment,2,2,2,848.1,35,6,13,Fully-Furnished,2,0.36,8079000.0
Rohini,Builder Floor,2,2,3,954.1,37,11,19,Semi-Furnished,0,0.98,5115000.0
Golf Links,Independent House,2,2,0,2275.5,8,8,16,Semi-Furnished,2,2.33,43833000.0
Dwarka,Builder Floor,2,2,0,1109.1,7,7,14,Unfurnished,0,1.53,7331000.0
Golf Links,Apartment,4,2,2,1335.3,14,13,22,Fully-Furnished,1,0.18,31718000.0
Dwarka,Builder Floor,2,2,0,1091.0,36,10,13,Semi-Furnished,1,2.56,7244000.0
Lajpat Nagar,Apartment,3,2,2,716.2,21,13,20,Unfurnished,1,0.11,6302000.0
Pitampura,Builder Floor,4,4,2,1051.1,6,9,17,Fully-Furnished,1,3.08,7956000.0
Golf Links,Apartment,3,3,1,653.0,34,13,14,Fully-Furnished,1,4.03,11716000.0
Hauz Khas,Independent House,2,2,1,2005.9,21,4,13,Unfurnished,1,5.17,22664000.0
Paschim Vihar,Apartment,4,4,2,1212.0,38,9,13,Semi-Furnished,2,0.18,9287000.0
Uttam Nagar,Independent House,2,2,0,1834.6,15,11,20,Semi-Furnished,1,0.98,8861000.0
Hauz Khas,Apartment,2,2,1,1112.0,0,2,7,Semi-Furnished,1,7.64,15225000.0
Janakpuri,Apartment,3,3,2,1020.2,35,9,18,Semi-Furnished,2,0.66,6962000.0
Janakpuri,Apartment,2,2,0,982.6,38,0,9,Unfurnished,1,11.37,4371000.0
Greater Kailash,Apartment,2,2,2,1187.6,17,8,9,Unfurnished,1,0.55,14506000.0
Uttam Nagar,Builder Floor,2,2,2,1943.9,14,5,13,Unfurnished,2,4.4,8260000.0
Dwarka,Apartment,2,2,1,992.3,24,5,9,Semi-Furnished,0,5.75,5570000.0
Greater Kailash,Apartment,2,2,2,1310.9,12,14,15,Semi-Furnished,2,0.12,18038000.0
Chattarpur,Apartment,3,3,1,300.0,11,7,10,Unfurnished,0,0.94,2392000.0
Karol Bagh,Apartment,2,2,2,1608.0,39,7,13,Semi-Furnished,1,0.14,11137000.0
Lajpat Nagar,Villa,4,4,1,4002.5,33,14,18,Semi-Furnished,1,7.0,35780000.0
Defence Colony,Apartment,3,3,1,807.5,31,9,11,Unfurnished,0,2.54,11584000.0
Model Town,Builder Floor,3,3,3,1139.2,14,13,18,Semi-Furnished,0,0.36,12799000.0
Pitampura,Apartment,2,2,1,1380.8,31,4,5,Fully-Furnished,1,2.34,9203000.0
Greater Kailash,Apartment,2,2,1,1507.3,19,7,8,Semi-Furnished,0,3.32,18225000.0
Uttam Nagar,Apartment,3,3,1,1596.7,11,4,13,Semi-Furnished,0,0.28,8856000.0
Vasant Vihar,Builder Floor,2,2,1,1054.4,29,0,4,Fully-Furnished,1,0.32,15675000.0
Vikaspuri,Apartment,2,2,2,629.4,7,11,18,Semi-Furnished,1,4.32,4950000.0
Saket,Apartment,4,4,2,1085.0,36,5,11,Unfurnished,0,0.1,11475000.0
Golf Links,Apartment,4,2,1,1308.3,21,11,14,Fully-Furnished,1,0.13,24303000.0
Hauz Khas,Apartment,1,1,1,1124.0,17,13,21,Semi-Furnished,1,1.93,12904000.0
Defence Colony,Apartment,4,4,2,1215.6,27,10,12,Semi-Furnished,2,2.77,17226000.0
Hauz Khas,Apartment,2,2,1,1158.1,19,9,18,Unfurnished,0,1.25,11540000.0
Dwarka,Apartment,2,2,1,1020.5,16,11,12,Semi-Furnished,1,1.07,4797000.0
Uttam Nagar,Apartment,2,2,0,1470.5,24,2,3,Fully-Furnished,1,0.8,6994000.0
Vikaspuri,Independent House,2,2,2,1981.4,20,4,6,Fully-Furnished,2,0.69,16432000.0
Paschim Vihar,Apartment,2,2,3,1099.2,38,9,16,Fully-Furnished,0,3.8,7485000.0
Golf Links,Apartment,3,2,2,490.9,14,13,16,Semi-Furnished,1,1.11,10078000.0
Chattarpur,Builder Floor,2,2,1,1849.9,17,2,9,Fully-Furnished,1,0.45,12523000.0
Defence Colony,Apartment,2,2,2,1858.1,30,8,13,Semi-Furnished,0,10.92,20439000.0
Paschim Vihar,Apartment,2,2,1,1341.6,5,7,12,Semi-Furnished,1,5.57,9088000.0
Vasant Vihar,Independent House,4,2,1,2635.1,6,5,8,Unfurnished,1,7.11,45709000.0
Defence Colony,Apartment,2,2,2,1081.7,2,1,2,Semi-Furnished,0,0.49,17419000.0
Paschim Vihar,Apartment,3,3,0,1055.6,26,6,9,Unfurnished,1,1.73,7803000.0
Uttam Nagar,Villa,4,3,3,3693.3,7,1,2,Semi-Furnished,1,1.94,30935000.0
Uttam Nagar,Apartment,2,2,0,1209.3,35,2,8,Semi-Furnished,0,5.85,4927000.0
Greater Kailash,Apartment,2,2,1,1342.1,17,6,9,Unfurnished,0,2.34,17134000.0
Defence Colony,Builder Floor,2,2,1,1403.0,6,8,12,Unfurnished,1,0.77,19126000.0
Mayur Vihar,Builder Floor,2,2,1,1447.9,12,1,5,Unfurnished,2,4.65,9685000.0
Chattarpur,Independent House,4,3,1,1770.2,3,8,13,Fully-Furnished,0,2.81,15698000.0
Shahdara,Apartment,4,4,0,1352.1,37,9,11,Unfurnished,2,0.82,6118000.0
Najafgarh,Apartment,2,2,1,568.9,15,6,9,Semi-Furnished,0,1.82,2186000.0
Vasant Vihar,Independent House,5,2,2,2499.4,30,5,11,Unfurnished,2,1.61,51039000.0
Dwarka,Apartment,2,2,1,1544.7,14,4,5,Fully-Furnished,0,0.56,12659000.0
Mayur Vihar,Apartment,3,3,2,1135.3,28,8,12,Fully-Furnished,1,0.84,6626000.0
Shahdara,Builder Floor,1,1,0,1522.2,26,10,16,Fully-Furnished,1,3.64,6525000.0
Shahdara,Independent House,2,2,1,2528.4,2,6,14,Semi-Furnished,2,0.66,16984000.0
Saket,Independent House,2,2,2,1693.5,18,13,19,Unfurnished,0,0.49,17102000.0
Rohini,Builder Floor,2,2,2,1499.9,31,13,16,Semi-Furnished,1,0.13,7779000.0
Vasant Vihar,Builder Floor,1,1,1,1092.9,38,8,17,Unfurnished,1,2.7,14860000.0
Mayur Vihar,Independent House,5,3,0,2627.4,7,14,19,Semi-Furnished,0,0.77,20949000.0
Paschim Vihar,Builder Floor,3,2,1,1778.7,10,1,7,Semi-Furnished,1,1.36,14043000.0
Rohini,Apartment,3,3,2,733.9,5,14,22,Unfurnished,0,0.68,5174000.0
Karol Bagh,Apartment,3,3,2,1405.6,34,14,15,Fully-Furnished,2,0.05,13682000.0
Greater Kailash,Independent House,3,3,2,3005.3,35,8,10,Fully-Furnished,1,0.25,48107000.0
Chattarpur,Independent House,1,1,2,1819.7,25,3,11,Semi-Furnished,1,0.41,9173000.0
Uttam Nagar,Apartment,2,2,2,1387.2,9,5,6,Fully-Furnished,1,7.58,6026000.0
Defence Colony,Builder Floor,2,2,2,1705.5,13,1,8,Unfurnished,1,4.31,22804000.0
Najafgarh,Apartment,2,2,1,1292.6,20,10,12,Semi-Furnished,2,4.33,4065000.0
Model Town,Independent House,3,3,1,2230.5,30,9,16,Semi-Furnished,1,7.6,15741000.0
Karol Bagh,Apartment,5,3,1,1288.5,12,8,13,Unfurnished,0,1.87,12866000.0
Uttam Nagar,Independent House,3,2,2,2472.7,26,13,16,Unfurnished,1,0.32,12362000.0
Greater Kailash,Builder Floor,3,3,0,1538.4,33,6,9,Unfurnished,2,0.91,19293000.0
Paschim Vihar,Apartment,3,3,2,1264.7,23,11,12,Unfurnished,1,9.28,8210000.0
Shahdara,Builder Floor,1,1,2,1171.0,3,14,23,Unfurnished,0,2.22,6290000.0
Golf Links,Independent House,2,2,1,2064.7,24,11,17,Fully-Furnished,1,1.16,34299000.0
Pitampura,Apartment,2,2,2,1109.8,5,8,15,Unfurnished,0,1.82,8035000.0
Model Town,Apartment,4,3,3,819.0,9,3,8,Unfurnished,1,1.87,7868000.0
Najafgarh,Apartment,2,2,2,1177.0,26,8,17,Unfurnished,2,3.63,4339000.0
Lajpat Nagar,Apartment,2,2,1,1021.6,11,13,18,Fully-Furnished,2,4.56,10305000.0
Greater Kailash,Builder Floor,3,3,1,1027.6,27,11,14,Unfurnished,0,3.04,12572000.0
Vasant Vihar,Villa,2,2,1,3208.9,12,10,14,Semi-Furnished,1,1.88,84132000.0
Model Town,Builder Floor,2,2,0,1745.8,6,0,9,Unfurnished,2,5.13,15193000.0
Pitampura,Apartment,2,2,3,1156.9,5,0,8,Unfurnished,2,0.24,9090000.0
Hauz Khas,Apartment,5,2,2,779.2,13,9,15,Unfurnished,0,0.85,10677000.0
Greater Kailash,Apartment,2,2,1,1010.3,35,5,6,Semi-Furnished,0,5.91,12841000.0
Hauz Khas,Apartment,4,3,1,1248.8,21,3,11,Unfurnished,0,4.29,14175000.0
Uttam Nagar,Apartment,3,3,3,1217.1,7,7,15,Unfurnished,1,0.24,7532000.0
Pitampura,Builder Floor,3,3,1,973.9,23,2,10,Semi-Furnished,2,4.43,6042000.0
Paschim Vihar,Apartment,3,3,1,1217.0,32,12,18,Unfurnished,0,4.89,8906000.0
Janakpuri,Apartment,3,3,2,1202.7,1,2,6,Semi-Furnished,1,0.46,12059000.0
Lajpat Nagar,Builder Floor,2,2,2,1191.6,16,7,9,Fully-Furnished,1,2.25,10724000.0
Pitampura,Independent House,2,2,1,2057.5,1,1,6,Unfurnished,2,0.25,13797000.0
Defence Colony,Apartment,1,1,3,1580.9,23,13,17,Unfurnished,2,1.76,22522000.0
Greater Kailash,Apartment,3,3,0,903.5,15,3,9,Unfurnished,1,2.79,13684000.0
Mayur Vihar,Builder Floor,2,2,1,1591.9,5,11,15,Unfurnished,1,0.13,10866000.0
Model Town,Villa,3,3,1,3102.3,36,8,17,Unfurnished,2,6.95,28505000.0
Lajpat Nagar,Independent House,2,2,3,2492.8,7,13,17,Semi-Furnished,0,1.74,26918000.0
Paschim Vihar,Builder Floor,3,3,2,1154.1,18,5,6,Unfurnished,1,3.0,7086000.0
Lajpat Nagar,Apartment,3,3,1,842.9,20,6,10,Unfurnished,1,0.21,8912000.0
Pitampura,Builder Floor,3,3,3,1099.0,31,3,7,Semi-Furnished,0,0.03,7050000.0
Mayur Vihar,Apartment,3,3,1,1026.6,13,12,15,Unfurnished,0,1.2,6448000.0
Karol Bagh,Builder Floor,3,2,2,1391.0,24,4,11,Unfurnished,1,6.75,9934000.0
Hauz Khas,Builder Floor,4,4,0,1522.9,23,4,7,Unfurnished,0,3.2,17196000.0
Saket,Apartment,2,2,1,1174.2,36,9,16,Fully-Furnished,0,0.65,12505000.0
Hauz Khas,Builder Floor,2,2,0,1620.7,18,10,19,Semi-Furnished,0,0.99,19404000.0
Mayur Vihar,Apartment,4,2,2,1410.8,21,8,16,Unfurnished,2,0.13,9867000.0
Uttam Nagar,Apartment,2,2,2,1149.7,33,8,11,Fully-Furnished,0,1.33,6145000.0
Shahdara,Builder Floor,5,3,1,1436.5,3,9,10,Unfurnished,1,1.81,8205000.0
Vasant Vihar,Apartment,1,1,1,1025.3,3,11,16,Semi-Furnished,1,0.76,15397000.0
Vasant Vihar,Apartment,3,3,2,1438.1,3,12,18,Fully-Furnished,0,0.34,27721000.0
Dwarka,Apartment,3,3,2,1349.5,30,2,8,Fully-Furnished,1,0.59,10061000.0
Dwarka,Apartment,2,2,2,1175.6,31,13,17,Unfurnished,1,0.01,7088000.0
Golf Links,Apartment,3,3,3,1259.6,21,3,7,Unfurnished,1,0.69,22293000.0
Paschim Vihar,Apartment,3,3,2,1181.5,22,8,15,Unfurnished,1,4.51,9588000.0
Model Town,Apartment,2,2,1,695.0,8,5,13,Unfurnished,1,2.79,5729000.0
Greater Kailash,Apartment,3,3,0,639.1,11,3,8,Fully-Furnished,1,1.21,13091000.0
Pitampura,Apartment,2,2,2,1042.2,34,1,8,Fully-Furnished,0,3.05,6618000.0
Najafgarh,Apartment,4,3,2,1372.5,36,1,8,Fully-Furnished,0,0.66,6129000.0
Janakpuri,Apartment,2,2,0,300.0,16,3,7,Unfurnished,2,2.74,1769000.0
Chattarpur,Apartment,4,2,2,662.8,26,12,16,Fully-Furnished,1,0.68,4974000.0
Model Town,Apartment,2,2,2,1130.1,9,14,19,Unfurnished,1,2.12,10444000.0
Mayur Vihar,Builder Floor,3,3,1,1230.5,0,3,6,Fully-Furnished,2,0.96,10520000.0
Dwarka,Apartment,2,2,1,1206.1,8,1,5,Unfurnished,2,4.54,8783000.0
Saket,Builder Floor,2,2,0,1071.1,18,10,15,Fully-Furnished,1,5.62,12048000.0
Najafgarh,Apartment,4,2,1,985.7,31,4,8,Unfurnished,2,1.02,3263000.0
Mayur Vihar,Apartment,4,4,1,1125.6,6,12,21,Unfurnished,0,3.11,7478000.0
Vikaspuri,Builder Floor,2,2,3,1149.4,6,0,8,Unfurnished,1,6.33,9254000.0
Defence Colony,Builder Floor,2,2,2,1088.5,6,0,4,Unfurnished,0,1.98,17735000.0
Defence Colony,Independent House,4,4,0,2523.3,34,6,13,Semi-Furnished,2,2.79,40200000.0
Defence Colony,Builder Floor,3,3,3,675.0,10,0,9,Unfurnished,0,2.16,11440000.0
Paschim Vihar,Villa,2,2,2,3355.1,19,3,4,Fully-Furnished,1,2.52,34231000.0
Mayur Vihar,Apartment,3,3,2,775.2,4,4,13,Fully-Furnished,0,2.93,5588000.0
Vikaspuri,Apartment,3,3,2,1156.1,32,5,7,Semi-Furnished,1,0.26,8784000.0
Karol Bagh,Builder Floor,2,2,1,1259.6,35,3,8,Unfurnished,1,5.88,6654000.0
Rohini,Apartment,2,2,2,1344.0,16,11,17,Semi-Furnished,1,3.03,7865000.0
Saket,Villa,4,2,1,3055.6,20,9,13,Unfurnished,0,0.63,40457000.0
Golf Links,Apartment,2,2,1,1292.1,0,14,22,Unfurnished,1,0.31,22818000.0
Dwarka,Builder Floor,4,3,1,1838.2,19,10,17,Unfurnished,0,7.4,14478000.0
Hauz Khas,Apartment,3,3,1,1543.4,24,4,9,Unfurnished,2,0.3,23371000.0
Hauz Khas,Builder Floor,5,3,2,1167.7,36,6,14,Fully-Furnished,1,0.15,18644000.0
Rohini,Apartment,1,1,0,1147.0,13,11,14,Semi-Furnished,1,1.85,6430000.0
Golf Links,Independent House,2,2,0,1848.9,28,4,13,Unfurnished,1,4.88,29578000.0
Pitampura,Apartment,2,2,0,724.3,6,14,20,Unfurnished,1,3.19,4549000.0
Model Town,Apartment,2,2,1,890.1,5,2,3,Unfurnished,1,1.31,7342000.0
